id,original_id,original_tweet_time,retweet_time,user,user_join_date,user_followers_count,user_id,text
1264742195308920833,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,mayhaps_so,Tue Aug 12 16:24:41 +0000 2014,2203,2726583852,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742195493396481,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,tucsondelsol,Sat Mar 17 01:11:20 +0000 2012,15441,526964734,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742195522793472,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,DemiWuTRUMP2020,Fri Apr 17 00:15:04 +0000 2020,688,1250940718895362048,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742196026265600,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:51 +0000 2020,brianjschroede1,Tue Dec 04 14:29:02 +0000 2012,89,988891615,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742197234151424,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:52 +0000 2020,starspangled76,Sat Jun 29 14:55:03 +0000 2019,137,1144982615939780608,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742197384994816,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:52 +0000 2020,FishManwaters,Wed Aug 26 22:00:17 +0000 2015,433,3451152737,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742197389398016,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:52 +0000 2020,Sandi63662059,Tue Nov 06 19:47:45 +0000 2018,6462,1059895131149660161,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742197666164736,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:52 +0000 2020,pharaoh_lives,Thu Jul 09 13:01:31 +0000 2009,2125,55227849,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742197741719557,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:52 +0000 2020,Michael_Rae,Wed May 11 20:21:51 +0000 2011,4304,297031487,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
1264742198467153920,1264742006007439364,Mon May 25 02:16:06 +0000 2020,Mon May 25 02:16:52 +0000 2020,Nunya00178609,Thu May 14 15:53:02 +0000 2020,18,1260961246892834816,"RT @realDonaldTrump: Having the G7 meeting in Washington is very important for those countries, and the World!"
